Module_Name,Module_Description,Activity_Name,Parent_Activity_Name,Activity_Description,Activity_Type,Day,StartTime,EndTime,StartDate,WeekLabel,WeekPattern,Location,Location_Description
COMP3610_S2,Principles of Programming Languages,COMP3610_S2^COMP6361_S2 Computer Laboratory01/ 001 ,COMP3610_S2 Computer Laboratory01/ 001,Computer Laboratory,Computer Laboratory,Friday,12:00,14:00,07/31/2015,"30, 32-35, 38-39",0000000000000000000000000000010111100110000000000000,CSIT N115/N116,_Computer Science and Information Technology Building Room N115/N116
COMP3610_S2,Principles of Programming Languages,COMP3610_S2^COMP6361_S2 Lecture01/ 001 ,COMP3610_S2 Lecture01/ 001,Lecture,Lecture,Thursday,15:00,16:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN T,_Engineering Theatre
COMP3610_S2,Principles of Programming Languages,COMP3610_S2^COMP6361_S2 Lecture02/ 001 ,COMP3610_S2 Lecture02/ 001,Lecture,Lecture,Friday,10:00,12:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN T,_Engineering Theatre
COMP3610_S2,Principles of Programming Languages,COMP3610_S2^COMP6361_S2 Tutorial01/ 001 ,COMP3610_S2 Tutorial01/ 001,Tutorial,Tutorial,Friday,12:00,14:00,10/16/2015,41-42,0000000000000000000000000000000000000000110000000000,CSIT N101,_Computer Science and Information Technology Building Rm N101
COMP3900_S2,Human Computer Interface Design and Evaluation,COMP3900_S2^COMP6390_S2 Lecture01/ 001 ,COMP3900_S2 Lecture01/ 001,Lecture,Lecture,Wednesday,15:00,17:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,COP G031,_Copland Building Room G031
COMP3900_S2,Human Computer Interface Design and Evaluation,COMP3900_S2^COMP6390_S2 Lecture02/ 001 ,COMP3900_S2 Lecture02/ 001,Lecture,Lecture,Thursday,11:00,12:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,JD 102,_John Dedman Building Room 102
COMP3900_S2,Human Computer Interface Design and Evaluation,COMP3900_S2^COMP6390_S2 Tutorial01/ 001 ,COMP3900_S2 Tutorial01/ 001,Tutorial,Tutorial,Tuesday,10:00,11:00,07/28/2015,"30-35, 38-43",0000000000000000000000000000011111100111111000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP3900_S2,Human Computer Interface Design and Evaluation,COMP3900_S2^COMP6390_S2 Tutorial01/ 003,COMP3900_S2 Tutorial01/ 005,Tutorial,Tutorial,Tuesday,12:00,13:00,07/28/2015,"30-35, 38-43",0000000000000000000000000000011111100111111000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP3900_S2,Human Computer Interface Design and Evaluation,COMP3900_S2^COMP6390_S2 Tutorial01/ 004,COMP3900_S2 Tutorial01/ 003,Tutorial,Tutorial,Wednesday,13:00,14:00,07/29/2015,"30-35, 38-43",0000000000000000000000000000011111100111111000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP4330_S2,Real-Time & Embedded Systems,COMP4330_S2^COMP8330_S2 Computer Laboratory01/ 001 ,COMP4330_S2 Computer Laboratory01/ 001,Computer Laboratory,Computer Laboratory,Tuesday,13:00,15:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N114,_Computer Science and Information Technology Building Room N114
COMP4330_S2,Real-Time & Embedded Systems,COMP4330_S2^COMP8330_S2 Computer Laboratory01/ 002 ,COMP4330_S2 Computer Laboratory01/ 002,Computer Laboratory,Computer Laboratory,Thursday,09:00,11:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N113,_Computer Science and Information Technology Building Room N113
COMP4330_S2,Real-Time & Embedded Systems,COMP4330_S2^COMP8330_S2 Lecture01/ 001 ,COMP4330_S2 Lecture01/ 001,Lecture,Lecture,Monday,11:00,12:30,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,STB_S2 (3.02),"_STB_Seminar Room 2 (3.02), Level 3"
COMP4330_S2,Real-Time & Embedded Systems,COMP4330_S2^COMP8330_S2 Lecture02/ 001 ,COMP4330_S2 Lecture02/ 001,Lecture,Lecture,Wednesday,13:00,14:30,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,STB_S2 (3.02),"_STB_Seminar Room 2 (3.02), Level 3"
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Large Group Teaching01/ 001 ,COMP4500_S2 Large Group Teaching01/ 001,Large Group Teaching,Large Group Teaching,Tuesday,16:00,17:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,STB_S1 (3.07),"_STB_Seminar Room 1 (3.07), Level 3"
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Large Group Teaching02/ 001 ,COMP4500_S2 Large Group Teaching02/ 001,Large Group Teaching,Large Group Teaching,Tuesday,17:00,18:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,STB_S1 (3.07),"_STB_Seminar Room 1 (3.07), Level 3"
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Large Group Teaching03/ 001,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Large Group Teaching03/ 001,,Booking,Tuesday,16:00,17:00,07/28/2015,"30, 32-35",0000000000000000000000000000010111100000000000000000,CSIT N101,_Computer Science and Information Technology Building Rm N101
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Tutorial01/ 001 ,COMP4500_S2 Tutorial01/ 001,Tutorial,Tutorial,Monday,09:00,11:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Tutorial01/ 002,COMP4500_S2 Tutorial01/ 008,Tutorial,Tutorial,Monday,12:00,14:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Tutorial01/ 003 ,COMP4500_S2 Tutorial01/ 003,Tutorial,Tutorial,Tuesday,09:00,11:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Tutorial01/ 004 ,COMP4500_S2 Tutorial01/ 004,Tutorial,Tutorial,Tuesday,11:00,13:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Tutorial01/ 005 ,COMP4500_S2 Tutorial01/ 005,Tutorial,Tutorial,Wednesday,09:00,11:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Tutorial01/ 006 ,COMP4500_S2 Tutorial01/ 006,Tutorial,Tutorial,Wednesday,11:00,13:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP4500_S2,Software Engineering Practice,COMP3100_S2^COMP3500_S2^COMP3550_S2^COMP4500_S2^COMP8715_S2 Tutorial01/ 007 ,COMP4500_S2 Tutorial01/ 007,Tutorial,Tutorial,Thursday,09:00,11:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP4610_S2,Computer Graphics,COMP4610_S2^COMP6461_S2 Computer Laboratory01/ 001 ,COMP4610_S2 Computer Laboratory01/ 001,Computer Laboratory,Computer Laboratory,Monday,11:00,12:00,08/03/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N114,_Computer Science and Information Technology Building Room N114
COMP4610_S2,Computer Graphics,COMP4610_S2^COMP6461_S2 Computer Laboratory01/ 002 ,COMP4610_S2 Computer Laboratory01/ 002,Computer Laboratory,Computer Laboratory,Monday,12:00,13:00,08/03/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N114,_Computer Science and Information Technology Building Room N114
COMP4610_S2,Computer Graphics,COMP4610_S2^COMP6461_S2 Computer Laboratory01/ 003 ,COMP4610_S2 Computer Laboratory01/ 003,Computer Laboratory,Computer Laboratory,Wednesday,10:00,11:00,08/05/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N115/N116,_Computer Science and Information Technology Building Room N115/N116
COMP4610_S2,Computer Graphics,COMP4610_S2^COMP6461_S2 Computer Laboratory01/ 004 ,COMP4610_S2 Computer Laboratory01/ 004,Computer Laboratory,Computer Laboratory,Thursday,16:00,17:00,08/06/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N114,_Computer Science and Information Technology Building Room N114
COMP4610_S2,Computer Graphics,COMP4610_S2^COMP6461_S2 Lecture01/ 001 ,COMP4610_S2 Lecture01/ 001,Lecture,Lecture,Monday,09:00,11:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RS Chem T,_Research School of Chemistry Theatre
COMP4610_S2,Computer Graphics,COMP4610_S2^COMP6461_S2 Lecture02/ 001 ,COMP4610_S2 Lecture02/ 001,Lecture,Lecture,Wednesday,09:00,10:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,RS Chem T,_Research School of Chemistry Theatre
COMP4620_S2,Advanced Topics in Artificial Intelligence,COMP4620_S2^COMP8620_S2 Computer Laboratory01/ 001 ,COMP4620_S2 Computer Laboratory01/ 001,Computer Laboratory,Computer Laboratory,Thursday,09:00,11:00,09/24/2015,38-43,0000000000000000000000000000000000000111111000000000,CSIT N114,_Computer Science and Information Technology Building Room N114
COMP4620_S2,Advanced Topics in Artificial Intelligence,COMP4620_S2^COMP8620_S2 Lecture01/ 001 ,COMP4620_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,15:00,16:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T2,_Chemistry Theatre 2
COMP4620_S2,Advanced Topics in Artificial Intelligence,COMP4620_S2^COMP8620_S2 Lecture02/ 001 ,COMP4620_S2 Lecture02/ 001,Lecture,Lecture,Wednesday,15:00,16:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T2,_Chemistry Theatre 2
COMP4620_S2,Advanced Topics in Artificial Intelligence,COMP4620_S2^COMP8620_S2 Tutorial01/ 001 ,COMP4620_S2 Tutorial01/ 001,Tutorial,Tutorial,Thursday,09:00,11:00,07/23/2015,29-35,0000000000000000000000000000111111100000000000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP4630_S2,Overview of Logic and Computation,COMP4630_S2^COMP8670_S2 Lecture01/ 001,COMP4630_S2^COMP8670_S2 Lecture01/ 001,,Lecture,Tuesday,12:00,13:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,STB_S2 (3.02),"_STB_Seminar Room 2 (3.02), Level 3"
COMP4630_S2,Overview of Logic and Computation,COMP4630_S2^COMP8670_S2 Lecture02/ 001,COMP4630_S2^COMP8670_S2 Lecture02/ 001,,Lecture,Wednesday,11:00,12:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,STB_S2 (3.02),"_STB_Seminar Room 2 (3.02), Level 3"
COMP4630_S2,Overview of Logic and Computation,COMP4630_S2^COMP8670_S2 Lecture03/ 001,COMP4630_S2^COMP8670_S2 Lecture03/ 001,,Lecture,Thursday,12:00,13:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,STB_S2 (3.02),"_STB_Seminar Room 2 (3.02), Level 3"
COMP4650_S2,Document Analysis,COMP4650_S2^COMP6490_S2 Computer Laboratory01/ 001,COMP4650_S2 Computer Laboratory01/ 003,Computer Laboratory,Computer Laboratory,Wednesday,16:00,18:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N115/N116,_Computer Science and Information Technology Building Room N115/N116
COMP4650_S2,Document Analysis,COMP4650_S2^COMP6490_S2 Computer Laboratory01/ 002 ,COMP4650_S2 Computer Laboratory01/ 002,Computer Laboratory,Computer Laboratory,Thursday,14:00,16:00,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N115/N116,_Computer Science and Information Technology Building Room N115/N116
COMP4650_S2,Document Analysis,COMP4650_S2^COMP6490_S2 Lecture01/ 001 ,COMP4650_S2 Lecture01/ 001,Lecture,Lecture,Monday,14:00,15:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN T,_Engineering Theatre
COMP4650_S2,Document Analysis,COMP4650_S2^COMP6490_S2 Lecture02/ 001 ,COMP4650_S2 Lecture02/ 001,Lecture,Lecture,Wednesday,11:00,12:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN T,_Engineering Theatre
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 001,COMP6240_S2 Computer Laboratory01/ 002,Computer Laboratory,Computer Laboratory,Wednesday,09:00,11:00,08/05/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N112,_Computer Science and Information Technology Building Room N112
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 002,COMP6240_S2 Computer Laboratory01/ 003,Computer Laboratory,Computer Laboratory,Wednesday,11:00,13:00,08/05/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N112,_Computer Science and Information Technology Building Room N112
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 003,COMP6240_S2 Computer Laboratory01/ 004,Computer Laboratory,Computer Laboratory,Wednesday,14:00,16:00,08/05/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N113,_Computer Science and Information Technology Building Room N113
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 004,COMP6240_S2 Computer Laboratory01/ 005,Computer Laboratory,Computer Laboratory,Wednesday,16:00,18:00,08/05/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N113,_Computer Science and Information Technology Building Room N113
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 005,COMP6240_S2 Computer Laboratory01/ 006,Computer Laboratory,Computer Laboratory,Thursday,09:00,11:00,08/06/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N112,_Computer Science and Information Technology Building Room N112
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 006,COMP6240_S2 Computer Laboratory01/ 007,Computer Laboratory,Computer Laboratory,Thursday,11:00,13:00,08/06/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N112,_Computer Science and Information Technology Building Room N112
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 007,COMP6240_S2 Computer Laboratory01/ 008,Computer Laboratory,Computer Laboratory,Thursday,14:00,16:00,08/06/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N113,_Computer Science and Information Technology Building Room N113
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 008,COMP6240_S2 Computer Laboratory01/ 009,Computer Laboratory,Computer Laboratory,Thursday,16:00,18:00,08/06/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N113,_Computer Science and Information Technology Building Room N113
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 009,COMP6240_S2 Computer Laboratory01/ 012,Computer Laboratory,Computer Laboratory,Friday,11:00,13:00,08/07/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N112,_Computer Science and Information Technology Building Room N112
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 010,COMP6240_S2 Computer Laboratory01/ 013,Computer Laboratory,Computer Laboratory,Friday,11:00,13:00,08/07/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N114,_Computer Science and Information Technology Building Room N114
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 011,COMP6240_S2 Computer Laboratory01/ 014,Computer Laboratory,Computer Laboratory,Friday,14:00,16:00,08/07/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N113,_Computer Science and Information Technology Building Room N113
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Computer Laboratory01/ 012,COMP6240_S2 Computer Laboratory01/ 011,Computer Laboratory,Computer Laboratory,Friday,16:00,18:00,08/07/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N113,_Computer Science and Information Technology Building Room N113
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Lecture01/ 001,COMP6240_S2 Lecture02/ 001,Lecture,Lecture,Monday,09:00,11:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,COP T,_Copland Theatre
COMP6240_S2,Relational Databases,COMP2400_S2^COMP6240_S2 Lecture02/ 001,COMP6240_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,16:00,17:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T1,_Chemistry Theatre 1
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Lecture01/ 001 ,COMP6260_S2 Lecture01/ 001,Lecture,Lecture,Monday,13:00,14:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PHYS T,_Physics Theatre
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Lecture02/ 001 ,COMP6260_S2 Lecture02/ 001,Lecture,Lecture,Wednesday,13:00,14:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T1,_Chemistry Theatre 1
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Lecture03/ 001 ,COMP6260_S2 Lecture03/ 001,Lecture,Lecture,Friday,13:00,14:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,PHYS T,_Physics Theatre
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 001 ,COMP6260_S2 Tutorial01/ 001,Tutorial,Tutorial,Monday,11:00,12:00,08/03/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 002 ,COMP6260_S2 Tutorial01/ 002,Tutorial,Tutorial,Monday,14:00,15:00,08/03/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 003 ,COMP6260_S2 Tutorial01/ 003,Tutorial,Tutorial,Tuesday,17:00,18:00,08/04/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 004 ,COMP6260_S2 Tutorial01/ 004,Tutorial,Tutorial,Wednesday,14:00,15:00,08/05/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 005 ,COMP6260_S2 Tutorial01/ 005,Tutorial,Tutorial,Wednesday,17:00,18:00,08/05/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 006 ,COMP6260_S2 Tutorial01/ 006,Tutorial,Tutorial,Thursday,14:00,15:00,08/06/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 008,COMP2600_S2^COMP6260_S2 Tutorial01/ 008,Tutorial,Tutorial,Friday,17:00,18:00,08/07/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 009,COMP2600_S2^COMP6260_S2 Tutorial01/ 009,Tutorial,Tutorial,Monday,17:00,18:00,08/03/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6260_S2,Formal Methods in Software Engineering,COMP2600_S2^COMP6260_S2 Tutorial01/ 010,COMP2600_S2^COMP6260_S2 Tutorial01/ 010,Tutorial,Tutorial,Thursday,15:00,16:00,08/06/2015,"31-35, 38-43",0000000000000000000000000000001111100111111000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6261_S2,Information Theory,COMP2610_S2^COMP6261_S2 Lecture01/ 001 ,COMP6261_S2 Lecture01/ 001,Lecture,Lecture,Tuesday,13:00,14:00,07/21/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN T,_Engineering Theatre
COMP6261_S2,Information Theory,COMP2610_S2^COMP6261_S2 Lecture02/ 001 ,COMP6261_S2 Lecture02/ 001,Lecture,Lecture,Friday,09:00,10:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,ENGN T,_Engineering Theatre
COMP6261_S2,Information Theory,COMP2610_S2^COMP6261_S2 Tutorial01/ 001 ,COMP6261_S2 Tutorial01/ 001,Tutorial,Tutorial,Tuesday,14:00,16:00,08/04/2015,"31, 33, 35, 39, 41",0000000000000000000000000000001010100010100000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP6261_S2,Information Theory,COMP2610_S2^COMP6261_S2 Tutorial01/ 002 ,COMP6261_S2 Tutorial01/ 002,Tutorial,Tutorial,Tuesday,16:00,18:00,08/04/2015,"31, 33, 35, 39, 41",0000000000000000000000000000001010100010100000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP6261_S2,Information Theory,COMP2610_S2^COMP6261_S2 Tutorial01/ 003,COMP6261_S2 Tutorial01/ 003,Tutorial,Tutorial,Wednesday,09:00,11:00,08/05/2015,"31, 33, 35, 39, 41",0000000000000000000000000000001010100010100000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6261_S2,Information Theory,COMP2610_S2^COMP6261_S2 Tutorial01/ 004 ,COMP6261_S2 Tutorial01/ 004,Tutorial,Tutorial,Friday,10:00,12:00,08/07/2015,"31, 33, 35, 39, 41",0000000000000000000000000000001010100010100000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6310_S2,Concurrent and Distributed Systems,COMP2310_S2^COMP6310_S2 Computer Laboratory01/ 001 ,COMP6310_S2 Computer Laboratory01/ 001,Computer Laboratory,Computer Laboratory,Monday,09:00,11:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N115/N116,_Computer Science and Information Technology Building Room N115/N116
COMP6310_S2,Concurrent and Distributed Systems,COMP2310_S2^COMP6310_S2 Computer Laboratory01/ 002 ,COMP6310_S2 Computer Laboratory01/ 002,Computer Laboratory,Computer Laboratory,Monday,11:00,13:00,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N115/N116,_Computer Science and Information Technology Building Room N115/N116
COMP6310_S2,Concurrent and Distributed Systems,COMP2310_S2^COMP6310_S2 Computer Laboratory01/ 003 ,COMP6310_S2 Computer Laboratory01/ 003,Computer Laboratory,Computer Laboratory,Wednesday,09:00,11:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N114,_Computer Science and Information Technology Building Room N114
COMP6310_S2,Concurrent and Distributed Systems,COMP2310_S2^COMP6310_S2 Computer Laboratory01/ 004 ,COMP6310_S2 Computer Laboratory01/ 004,Computer Laboratory,Computer Laboratory,Wednesday,11:00,13:00,07/22/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N114,_Computer Science and Information Technology Building Room N114
COMP6310_S2,Concurrent and Distributed Systems,COMP2310_S2^COMP6310_S2 Computer Laboratory01/ 005 ,COMP6310_S2 Computer Laboratory01/ 005,Computer Laboratory,Computer Laboratory,Friday,10:00,12:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N115/N116,_Computer Science and Information Technology Building Room N115/N116
COMP6310_S2,Concurrent and Distributed Systems,COMP2310_S2^COMP6310_S2 Computer Laboratory01/ 006,COMP2310_S2^COMP6310_S2 Computer Laboratory01/ 006,Computer Laboratory,Computer Laboratory,Friday,14:00,16:00,07/24/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CSIT N115/N116,_Computer Science and Information Technology Building Room N115/N116
COMP6310_S2,Concurrent and Distributed Systems,COMP2310_S2^COMP6310_S2 Lecture01/ 001 ,COMP6310_S2 Lecture01/ 001,Lecture,Lecture,Monday,16:00,17:30,07/20/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T1,_Chemistry Theatre 1
COMP6310_S2,Concurrent and Distributed Systems,COMP2310_S2^COMP6310_S2 Lecture02/ 001 ,COMP6310_S2 Lecture02/ 001,Lecture,Lecture,Thursday,16:00,17:30,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,CHEM T1,_Chemistry Theatre 1
COMP6311_S2,Software Analysis and Design,COMP2130_S2^COMP6311_S2 Lecture01/ 001 ,COMP6311_S2 Lecture01/ 001,Lecture,Lecture,Thursday,09:00,10:30,07/23/2015,"29-35, 38-43",0000000000000000000000000000111111100111111000000000,JD 102,_John Dedman Building Room 102
COMP6311_S2,Software Analysis and Design,COMP2130_S2^COMP6311_S2 Tutorial01/ 001 ,COMP6311_S2 Tutorial01/ 001,Tutorial,Tutorial,Monday,14:00,16:00,08/03/2015,"31-34, 38, 41-42",0000000000000000000000000000001111000100110000000000,CSIT N109,_Computer Science and Information Technology Building Room N109
COMP6311_S2,Software Analysis and Design,COMP2130_S2^COMP6311_S2 Tutorial01/ 002,COMP6311_S2 Tutorial01/ 007,Tutorial,Tutorial,Tuesday,13:00,15:00,08/04/2015,"31-34, 38, 41-42",0000000000000000000000000000001111000100110000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
COMP6311_S2,Software Analysis and Design,COMP2130_S2^COMP6311_S2 Tutorial01/ 003 ,COMP6311_S2 Tutorial01/ 003,Tutorial,Tutorial,Tuesday,15:00,17:00,08/04/2015,"31-34, 38, 41-42",0000000000000000000000000000001111000100110000000000,CSIT N108,_Computer Science and Information Technology Building Room N108
